Radius_km	Time_Myr	Dynamo_start_Myr	Dynamo_duration_Myr
367	1.9735811	4.6240802	9.2163963
95	1.2984136	0	0
172	1.0843154	0	0
257	1.5899526	4.4788198	2.4666438
336	0.38254037	4.7579846	6.9599671
93	0.90279299	0	0
171	0.31408781	0	0
46	1.1330197	0	0
220	0.20929103	0	0
465	0.46680796	5.1165414	16.620293
398	0.62511116	4.9429255	11.248294
207	0.60924911	0	0
270	0.37991011	4.5283999	3.1828122
83	1.5074455	0	0
213	0.76015007	0	0
293	0.52623081	4.6126256	4.438993
233	1.0252724	4.3796597	0.99748755
175	0.97269434	0	0
486	1.2096055	5.1661582	18.39345
454	0.45367378	5.0898905	15.703038
96	0.47762796	0	0
108	0.27355042	0	0
442	0.30546194	5.0588727	14.714933
196	0.38408154	0	0
340	1.8083764	4.7569566	7.2254243
417	1.147275	4.9923387	12.710653
109	0.342733	0	0
445	1.8081474	5.0551538	14.970679
70	0.22065721	0	0
261	0.43430039	4.4930816	2.6893344
209	1.8480994	0	0
224	0.94473749	4.3380613	0.3021102
360	1.8691792	4.7921071	8.5610542
170	1.9750627	0	0
135	0.85523582	0	0
51	0.8821879	0	0
322	1.1950793	4.7120037	6.1030388
148	1.402151	0	0
284	1.1979076	4.5807738	3.9446626
77	1.2244259	0	0
449	1.8045698	5.0664487	15.299023
27	1.7215785	0	0
476	1.0394126	5.1413274	17.54652
434	0.081311859	5.0373869	14.064818
157	0.5440225	0	0
231	0.96927702	4.3698726	0.8549571
234	2.0896053	5.1668706	1.2277756
216	2.0217667	0	0
99	0.022162085	0	0
172	1.7284673	0	0
375	1.5191401	4.8779755	9.5652418
332	0.33004186	4.7470021	6.7110772
206	2.0516899	4.6533732	0.31422329
272	0.82042879	4.5362535	3.2917848
413	1.7854062	4.9760904	12.405353
52	0.35250986	0	0
401	0.97159332	4.9503546	11.475474
321	0.9685573	4.7100887	6.0432301
488	1.9693067	4.9966836	18.718105
480	0.53863817	5.1506529	17.885151
239	1.5306051	4.4041719	1.3989725
385	0.16056873	4.9049153	10.284286
272	1.1014184	4.5374689	3.2917466
23	2.022742	0	0
57	1.8837436	0	0
27	1.2243493	0	0
464	1.8639272	5.0807476	16.563709
415	1.1833724	4.9889498	12.554128
66	2.0729821	0	0
490	0.11233892	5.1756668	18.734146
140	0.71582741	0	0
57	0.16829716	0	0
269	0.51318276	4.5244842	3.1283574
235	1.7181116	4.3826957	1.1354957
190	1.1375074	0	0
125	1.1935372	0	0
221	1.1503811	4.3249974	0.028628349
163	0.99006885	0	0
275	0.57165641	4.5490127	3.4547467
145	0.086062856	0	0
416	1.5180105	4.989922	12.631979
248	1.0157294	4.4429302	1.9502692
391	0.64288807	4.9215198	10.725424
232	0.36338601	4.3744712	0.92693472
182	1.8436986	0	0
175	1.1279566	0	0
247	0.72349662	4.4393225	1.8908553
126	1.5126896	0	0
51	1.5382077	0	0
21	0.70804113	0	0
202	0.91445404	0	0
315	0.57234842	4.68999	5.6887875
201	1.3717116	0	0
325	0.89727455	4.7215624	6.2832813
51	1.1520443	0	0
434	0.50880218	5.037993	14.064697
184	1.4847499	0	0
127	1.0446943	0	0
443	1.01658	5.0605869	14.79731
341	0.55743909	4.7732444	7.2758775
38	0.47146338	0	0
460	0.23483777	5.104784	16.20199
117	1.5729849	0	0
296	1.415689	4.6248455	4.6055956
469	1.046561	5.1268067	16.956079
34	0.30098218	0	0
60	1.7744361	0	0
253	1.7443254	4.457859	2.2446032
100	1.3343004	0	0
66	0.14861317	0	0
314	1.2037202	4.6862955	5.6302891
380	1.7679327	4.884923	9.9275818
434	2.0195875	4.5762281	14.494586
258	2.076251	4.966094	2.2786441
430	0.060310815	5.0290098	13.742877
455	1.1554698	5.091363	15.786115
402	1.3557687	4.9526134	11.551479
