Radius_km	Time_Myr	Dynamo_start_Myr	Dynamo_duration_Myr
412	1.7643408	4.9748483	12.32469
496	1.0574393	5.1895185	19.245838
238	1.9073697	4.284205	1.3796654
332	0.11662181	4.7447782	6.7111363
463	1.4416195	5.1103325	16.452333
91	1.0274637	0	0
148	0.1707135	0	0
474	1.3762175	5.1390147	17.376982
205	1.6469274	0	0
80	0.22239619	0	0
372	0.29423589	4.8669949	9.3532753
382	1.7161801	4.8955665	10.068346
171	0.26141316	0	0
241	0.24822153	4.4139838	1.525631
408	0.65876055	4.9683537	12.010719
65	0.84620577	0	0
165	0.72770041	0	0
23	1.3413118	0	0
485	0.68718749	5.162993	18.308975
50	0.033263065	0	0
314	2.0952382	5.2744379	5.2036247
257	1.65466	4.4768405	2.4670515
133	1.446032	0	0
247	1.4402423	4.4392204	1.8908353
78	0.15707123	0	0
309	1.0573267	4.6699457	5.3407879
499	0.52584249	5.1953559	19.502048
386	2.0239227	4.4954233	10.746403
97	1.3455563	0	0
478	1.7290039	5.1454515	17.716747
378	1.0848306	4.8865533	9.7787895
31	0.00046511029	0	0
108	0.54127783	0	0
109	0.30857375	0	0
348	1.4257742	4.7955341	7.7268238
45	1.4907669	0	0
467	1.6920576	5.1190453	16.788912
243	1.8038102	4.4015713	1.6598849
98	0.9382214	0	0
411	0.43607095	4.9771647	12.242609
163	1.848475	0	0
455	1.9467212	4.9625015	15.898016
495	0.87338364	5.1873226	19.15988
130	0.21181121	0	0
84	1.5928741	0	0
221	0.4792746	4.3270288	0.028544426
83	1.8134024	0	0
216	1.5243169	0	0
231	1.3146579	4.3701315	0.85496521
411	2.0057573	4.6159945	12.577882
242	0.5754953	4.417522	1.5878882
60	0.11720029	0	0
380	0.52108836	4.891614	9.9225159
80	0.91002238	0	0
414	0.72720993	4.9858217	12.475629
320	1.4447471	4.7062335	5.983665
416	0.38232201	4.9904189	12.631903
59	0.13650413	0	0
448	0.88845891	5.074501	15.207342
423	0.18437703	5.0103102	13.183879
47	1.0025508	0	0
59	1.6925617	0	0
239	0.91609502	4.4035697	1.3987985
72	0.2559959	0	0
463	0.032243911	5.1117849	16.452095
389	0.16395858	4.9160075	10.577576
167	1.036449	0	0
270	0.43143705	4.5307817	3.182703
191	0.49339956	0	0
334	1.0458832	4.7510238	6.8351645
21	0.39688846	0	0
296	0.078407139	4.6239662	4.6056576
489	1.5793282	5.1744261	18.649555
190	1.8795713	0	0
372	0.33120522	4.8680811	9.3532581
96	0.77947551	0	0
474	1.8426111	5.1182237	17.394602
424	0.64097244	5.0129704	13.263622
480	1.5459089	5.1517081	17.884962
373	0.56765503	4.8724022	9.4236755
98	0.56049353	0	0
112	0.12121126	0	0
83	1.8392419	0	0
479	0.5808441	5.1504631	17.800362
439	0.71939486	5.0495329	14.47012
106	1.0218982	0	0
235	1.2483969	4.387136	1.135397
265	1.5653389	4.5095849	2.9097033
333	1.921021	4.6427083	6.8688884
191	1.2524248	0	0
484	0.58935362	5.1601691	18.224211
163	1.4364835	0	0
237	1.7780974	4.3826799	1.2719636
434	0.042336453	5.0383039	14.064802
119	1.3484951	0	0
296	1.837961	4.595531	4.631146
21	0.88422102	0	0
499	0.3949208	5.1962533	19.502079
232	0.94883364	4.3756447	0.92700148
279	0.80821204	4.5620217	3.6721988
393	1.0723875	4.9288549	10.873997
253	0.4080036	4.4621768	2.2401299
187	0.40829727	0	0
423	0.09351261	5.0092201	13.184328
114	1.0186739	0	0
299	0.97012782	4.6338425	4.7731943
377	1.9015163	4.8143167	9.7679005
299	0.53073883	4.6356292	4.7731442
132	1.159268	0	0
102	0.21808214	0	0
62	1.7614068	0	0
279	1.9826598	4.2252607	3.9877605
252	0.83707476	4.45715	2.1826425
374	1.4349625	4.8736525	9.4942799
367	1.899927	4.7867885	9.0651894
398	0.60791963	4.9410872	11.248175
116	0.45112357	0	0
23	0.23724815	0	0
293	1.3144835	4.6139703	4.439054
282	0.69590783	4.5744138	3.8354211
303	1.3718498	4.6487412	4.998219
281	1.216269	4.5704198	3.7809882
173	1.1171314	0	0
271	2.0375743	4.5281582	3.248611
321	1.527918	4.7087865	6.0432525
286	1.8914869	4.5147767	4.1200385
91	0.57787627	0	0
205	1.4981308	0	0
240	1.4451574	4.4082789	1.4627357
494	1.8887877	5.1382403	19.114534
479	0.38356945	5.1479506	17.800652
173	1.200599	0	0
116	0.36524674	0	0
425	1.4160539	5.0142412	13.342883
346	1.9542258	4.6123052	7.7610097
333	1.9429933	4.5941119	6.9145436
110	0.70647877	0	0
243	1.5036608	4.4226122	1.649672
432	0.4435713	5.0314775	13.903769
416	0.49269146	4.9910402	12.631946
252	0.314733	4.4594488	2.1824789
422	1.8471862	4.9820132	13.126204
76	1.2871801	0	0
183	0.1097169	0	0
242	1.1226351	4.4189501	1.5879879
124	1.4322637	0	0
73	0.90889567	0	0
455	1.4782218	5.09203	15.786158
67	0.22894195	0	0
122	2.070986	0	0
399	1.2302526	4.9430208	11.324153
134	1.7838285	0	0
257	1.0046788	4.4776716	2.4663858
338	0.32848909	4.7644687	7.0855613
61	0.72681457	0	0
439	1.5790052	5.0491519	14.470316
220	1.4045879	0	0
380	2.0163181	4.499639	10.289307
462	0.080179974	5.1089678	16.369041
243	0.94643635	4.4217663	1.6497641
21	1.9127256	0	0
135	0.93280143	0	0
327	1.4558246	4.7307572	6.4046302
175	0.13949907	0	0
496	0.028763553	5.1908083	19.245888
86	1.8801969	0	0
293	0.96254092	4.6139355	4.4390602
160	1.224584	0	0
246	0.069521748	4.4327822	1.8316212
378	0.88262939	4.8858118	9.7787571
96	0.842893	0	0
107	0.85678905	0	0
25	2.0687506	0	0
498	0.69376016	5.1931796	19.416946
435	1.914803	4.9616728	14.214206
429	1.3918839	5.023489	13.66226
156	1.2849053	0	0
453	1.9858928	4.840415	15.841481
161	0.67318648	0	0
326	1.6425468	4.7242098	6.3444014
67	0.57156211	0	0
135	1.5257642	0	0
213	0.093640223	0	0
381	0.66740012	4.8940563	9.9943562
325	1.1051632	4.7229505	6.2833114
68	1.5700489	0	0
259	1.3018225	4.4865341	2.5779967
477	0.27023131	5.145535	17.630569
109	1.654618	0	0
441	1.8782872	5.0144234	14.670025
306	0.13770054	4.6597109	5.1689625
238	1.6401813	4.4006252	1.3345509
174	1.147356	0	0
315	1.4783095	4.6909218	5.6888704
148	0.12653385	0	0
489	0.72164059	5.1728492	18.649248
494	1.809293	5.1734357	19.084656
383	1.5988655	4.9004006	10.139269
26	1.4654607	0	0
146	2.0421765	0	0
403	1.4490991	4.9539599	11.627256
134	0.53113693	0	0
261	1.6544586	4.4928355	2.6898813
246	0.0091243461	4.4329271	1.8316073
487	2.0357621	4.6835113	18.9238
255	0.95135093	4.4722757	2.3538184
153	0.55945021	0	0
389	1.1776487	4.9170394	10.577475
175	2.0840011	0	0
470	0.78490752	5.1277013	17.03986
464	0.083749913	5.1134477	16.53672
88	0.23091069	0	0
465	1.8330657	5.0993209	16.635374
107	0.94349432	0	0
114	0.32685357	0	0
285	1.5946554	4.5838351	3.9993463
277	0.48015335	4.5560284	3.5634995
305	1.2098231	4.6559434	5.1118817
222	0.10619944	4.3304548	0.12304163
356	1.4735709	4.8197107	8.2552681
398	1.3946302	4.9407768	11.248251
380	0.58202237	4.8909521	9.9223852
157	1.6251371	0	0
467	1.4393384	5.1192155	16.787884
216	0.22095847	0	0
147	0.005339649	0	0
274	1.4253266	4.5445671	3.4005218
189	1.1197951	0	0
293	1.6735312	4.6120811	4.4400945
484	0.23656309	5.1609817	18.224407
314	1.1037734	4.6879492	5.6305246
279	1.4466248	4.5641356	3.672164
314	1.0658644	4.6877966	5.6304131
419	1.9348211	4.8904605	12.965099
117	0.49362546	0	0
421	0.589333	5.0028024	13.025808
199	1.0484964	0	0
283	0.47084889	4.5779982	3.8898993
438	1.7235036	5.0458727	14.39117
227	1.2624769	4.3539743	0.5510807
224	0.43000481	4.3390946	0.30219793
421	1.1164409	5.0052309	13.025649
98	0.61670709	0	0
238	1.771822	4.3888474	1.3375907
239	1.0362411	4.4039216	1.3988981
230	0.39991805	4.3672609	0.78137684
230	1.0870725	4.365037	0.78144503
185	1.8604169	0	0
321	0.52183503	4.7096958	6.043129
94	1.915638	0	0
350	1.1575817	4.803503	7.8578138
97	1.7900876	0	0
424	0.70117986	5.0130086	13.263639
404	1.8915282	4.9030886	11.752606
363	0.62333238	4.8411679	8.7288342
286	1.0467035	4.5902095	4.0539365
411	0.52686536	4.9783459	12.242744
271	1.1274109	4.5330482	3.2371125
387	1.943566	4.7732687	10.554308
317	0.9415291	4.6953282	5.8062453
228	1.8507727	4.307292	0.51827002
343	1.3186492	4.7793393	7.4036546
108	1.2972562	0	0
248	0.39659297	4.4437366	1.9501882
247	0.10884821	4.4388084	1.8909926
448	1.4648774	5.0720224	15.207509
244	0.13289317	4.4245377	1.7108884
448	1.0327573	5.0729074	15.207561
32	0.31948969	0	0
255	1.2195445	4.4704514	2.3536873
241	0.9527722	4.4133854	1.5258617
69	0.96358293	0	0
191	1.1819805	0	0
201	0.7970534	0	0
175	1.0238266	0	0
362	1.0233378	4.8377299	8.6606216
453	1.069828	5.0864162	15.619852
142	1.8562539	0	0
408	0.55616379	4.9694791	12.01066
324	1.2459891	4.7183967	6.2229686
350	0.5604763	4.8013153	7.8576641
24	0.28078428	0	0
393	0.037271507	4.9270825	10.873989
103	1.4264562	0	0
469	1.2675565	5.124619	16.95615
267	1.3540217	4.519453	3.019206
178	1.5092031	0	0
200	0.088420227	0	0
401	1.4815966	4.9508734	11.475282
359	1.2654622	4.8307724	8.4572458
479	0.9055264	5.1492181	17.800316
385	0.83138198	4.9063654	10.284453
29	1.1649979	0	0
352	1.2109318	4.8070116	7.9893417
107	1.9883572	0	0
333	0.27946994	4.7500391	6.7729034
134	1.7407857	0	0
319	1.5906893	4.7027049	5.924561
433	0.17969729	5.0347142	13.984362
435	1.6616142	5.0413923	14.146525
174	1.0915341	0	0
351	1.0303037	4.8038354	7.9232898
215	1.7435533	0	0
212	1.9206671	0	0
60	1.0701387	0	0
230	1.1747475	4.3661418	0.78142548
383	2.03246	4.5330105	10.481366
453	0.8680886	5.0851917	15.62011
60	1.1762857	0	0
339	1.709524	4.767025	7.1505184
391	0.50945592	4.9217701	10.725659
20	1.9269555	0	0
293	0.35136154	4.6130972	4.4390488
268	1.9316142	4.3656511	3.2114272
277	1.1980944	4.5547318	3.5635257
102	0.58765954	0	0
499	1.7732381	5.1918535	19.506531
240	1.472811	4.4091597	1.4626131
60	1.8370051	0	0
27	1.5663296	0	0
482	1.2725245	5.1571922	18.053743
316	1.3221216	4.6919193	5.7473316
66	1.0533652	0	0
186	1.0020514	0	0
449	1.8780345	5.0360045	15.325283
156	1.102157	0	0
307	0.3384127	4.662221	5.225996
27	0.34489462	0	0
91	0.049870797	0	0
376	0.72378618	4.8803377	9.6362133
48	0.77929735	0	0
185	1.2670807	0	0
320	1.4602134	4.7066317	5.9836607
499	0.48583487	5.1972971	19.501923
491	1.5392523	5.1780124	18.819101
470	0.13558263	5.1269794	17.039709
87	0.46067396	0	0
318	0.21994175	4.7004361	5.8651471
454	0.78456461	5.0887709	15.703265
390	1.1227616	4.9208426	10.651564
323	1.5621326	4.7159929	6.1628799
193	0.16227785	0	0
186	0.10596304	0	0
183	1.1772581	0	0
159	1.0082773	0	0
500	1.6537145	5.198194	19.587234
91	0.44326776	0	0
28	0.43017006	0	0
317	1.9448415	4.5343728	5.956079
200	1.229526	0	0
142	1.7807306	0	0
427	1.0194964	5.0196548	13.502214
454	0.38165706	5.088975	15.703145
276	1.8115252	4.5336404	3.5255122
67	1.608932	0	0
99	0.57481879	0	0
30	1.9531364	0	0
41	1.2765776	0	0
83	1.8331066	0	0
260	1.5893977	4.4912634	2.6339722
246	0.94038624	4.4339452	1.8312526
301	0.21178588	4.6412902	4.8855577
360	2.0836115	5.0796938	8.332263
436	0.66485643	5.0424528	14.226825
238	0.053552154	4.3993511	1.3343019
280	1.680338	4.5642157	3.7278671
85	1.9485825	0	0
83	1.4556748	0	0
426	1.007674	5.0161633	13.422958
60	0.4421716	0	0
446	0.71630454	5.0671973	15.042843
356	0.22646883	4.8206301	8.2553921
433	1.6934576	5.0354877	13.985327
182	1.7763814	0	0
388	0.60293251	4.9149966	10.504162
34	0.19021943	0	0
416	1.5857831	4.991818	12.632038
90	1.7493339	0	0
484	1.032858	5.1605949	18.224291
173	1.8848535	0	0
115	1.3834449	0	0
425	0.54369324	5.0145726	13.342924
33	1.3671896	0	0
453	1.0580534	5.0854907	15.620005
220	1.3805594	0	0
361	0.74686581	4.8353248	8.5926456
299	0.94336534	4.6352367	4.7731466
230	0.054745909	4.3667922	0.78145647
216	0.19780453	0	0
221	1.507476	4.326179	0.027890682
298	1.0515368	4.6313763	4.7170858
171	1.0784711	0	0
245	0.42439952	4.4289141	1.771275
180	0.36625278	0	0
385	1.9627873	4.7196698	10.45249
75	1.2746317	0	0
336	0.6170882	4.7580876	6.9599252
334	1.8961985	4.6797819	6.899127
133	1.6747651	0	0
255	0.82718623	4.4696121	2.3535748
129	0.35397473	0	0
82	0.65970922	0	0
131	1.8833517	0	0
399	0.11791527	4.9455276	11.324032
157	1.9769815	0	0
55	1.0972024	0	0
433	0.64772964	5.0360007	13.984133
402	1.2300013	4.9515352	11.551309
138	0.19394034	0	0
118	1.2544055	0	0
279	1.2640885	4.5627713	3.6723714
85	1.4046953	0	0
75	2.020447	0	0
260	0.078153774	4.4901457	2.6337709
209	0.02393911	0	0
371	2.0322254	4.4925399	9.6325645
398	1.6977024	4.9407344	11.249399
293	0.37119192	4.6154604	4.4390268
122	0.99593401	0	0
259	0.72605157	4.4851885	2.5780959
296	1.7098857	4.6230855	4.6078525
33	0.71053952	0	0
270	1.8601311	4.4840798	3.2208424
227	0.91571492	4.351933	0.55114269
336	2.0903387	5.1921263	6.6287231
192	1.0865805	0	0
212	2.0467415	4.5802727	0.41084194
289	2.0937212	5.2360582	3.7969513
199	1.287936	0	0
482	0.95185179	5.1576004	18.05372
366	0.85696411	4.8510785	8.9351616
495	1.9653858	5.019587	19.304928
248	0.41359285	4.4425807	1.9501233
98	1.09715	0	0
258	0.92302287	4.484024	2.5224013
172	1.9691656	0	0
29	0.19901325	0	0
43	0.85509467	0	0
456	0.86346757	5.0941091	15.868938
373	0.011570498	4.8703814	9.4236507
375	1.5618629	4.8764324	9.5650368
51	2.0643957	0	0
56	1.7913684	0	0
251	1.9325757	4.2936378	2.250947
385	1.3857975	4.9068646	10.284443
199	0.91942829	0	0
300	0.33434701	4.638926	4.8292603
322	1.8139504	4.6976848	6.1182027
265	0.83042872	4.5089407	2.9096189
24	1.5768362	0	0
346	1.9400783	4.6486278	7.7252727
484	1.5612518	5.1617112	18.224432
29	1.4029725	0	0
225	1.9883165	0	0
312	0.37449032	4.6811833	5.5139785
140	0.11532578	0	0
28	1.4431525	0	0
371	0.49613014	4.8651247	9.2829847
449	1.1404595	5.0755234	15.289616
40	1.4384906	0	0
394	1.5743759	4.9305897	10.948656
170	1.8382243	0	0
301	0.35322648	4.6425657	4.8854837
151	1.4016117	0	0
312	0.69107646	4.6785107	5.5139437
185	0.95472175	0	0
311	1.5053325	4.6757889	5.4559669
436	1.3240689	5.0428138	14.226765
268	1.510377	4.5222988	3.0737424
110	0.75876248	0	0
54	0.92458457	0	0
423	1.5663859	5.0076113	13.184215
181	1.4511564	0	0
440	1.5372906	5.0522351	14.551849
207	0.77401108	0	0
316	1.5097687	4.6944947	5.747499
122	0.60068434	0	0
344	1.6554216	4.784307	7.4684157
49	1.2211802	0	0
233	1.8486803	4.3312516	0.98822165
124	0.42476663	0	0
291	0.039290488	4.6072726	4.3286767
203	0.11625873	0	0
488	1.956597	5.0278082	18.690056
286	2.022357	4.3913083	4.2358327
408	1.6311452	4.9691396	12.010899
250	1.635641	4.4489326	2.0675383
380	0.61401111	4.8906612	9.9222288
496	0.075843915	5.1881161	19.245802
414	1.8612522	4.9523392	12.503468
66	0.37771359	0	0
280	1.6788872	4.5656972	3.7276788
168	1.1361251	0	0
340	0.45511675	4.7709737	7.2122483
32	0.92145866	0	0
388	0.064896576	4.9139485	10.504076
60	1.6211994	0	0
294	2.0483632	4.6030407	4.5149355
225	1.247813	4.3438797	0.38748598
165	1.5086892	0	0
368	0.84546459	4.8557997	9.0738001
490	1.9840235	4.9519382	18.930872
480	0.61960256	5.1521378	17.884878
131	1.2402501	0	0
91	0.97667003	0	0
82	0.29222846	0	0
423	0.14696802	5.0096865	13.184173
463	0.84235799	5.1102881	16.452309
417	1.3432842	4.9929447	12.710621
394	0.58630484	4.9294152	10.94828
436	0.13606144	5.0417261	14.226602
97	1.9793341	0	0
161	0.94153923	0	0
355	2.0617857	4.7811241	8.2290592
126	1.4998953	0	0
457	1.323302	5.0965481	15.951834
354	0.43229452	4.8148766	8.1218367
341	1.3129916	4.7755618	7.2757583
122	1.4250048	0	0
144	1.1352965	0	0
322	1.8563614	4.6777291	6.1351323
308	1.1110666	4.6666884	5.2833848
226	0.38389882	4.3497539	0.47036266
189	1.7122358	0	0
56	1.6924709	0	0
490	1.1479342	5.17698	18.733944
24	0.37002262	0	0
66	1.9167098	0	0
447	1.4243948	5.071929	15.124707
27	0.5982632	0	0
208	0.12456477	0	0
160	0.93072897	0	0
211	1.2644972	0	0
277	1.381865	4.5548759	3.5635381
482	1.7071495	5.1554742	18.055138
466	0.62452477	5.116652	16.703737
166	1.5343407	0	0
395	1.9911038	4.6386161	11.294533
33	1.9739486	0	0
497	0.93641883	5.1923628	19.33168
319	1.5778648	4.702889	5.9244952
133	0.68933743	0	0
438	2.0535457	4.7181702	14.693218
208	1.7797905	0	0
446	1.3328681	5.0689945	15.042831
364	1.6778096	4.8445988	8.7983017
373	0.43093726	4.8695898	9.4236317
94	1.0963926	0	0
281	1.4961379	4.5695648	3.7810698
303	0.43670216	4.6484485	4.9984078
82	0.030885197	0	0
86	0.18239507	0	0
270	1.2120034	4.5302787	3.1827927
106	0.76396006	0	0
214	0.65119928	0	0
198	1.3496099	0	0
268	0.034435801	4.5205855	3.0736208
82	0.33483669	0	0
139	2.0709362	0	0
197	0.41127282	0	0
37	0.7067486	0	0
158	0.75041658	0	0
63	0.29925972	0	0
102	1.8358167	0	0
421	2.0015764	4.6683674	13.336109
69	0.56378877	0	0
298	2.0058217	4.2861071	5.0428209
452	1.3411441	5.0821271	15.537626
422	1.0073221	5.0060329	13.104912
402	1.5165881	4.9534879	11.551531
149	0.20469284	0	0
57	1.0962583	0	0
205	0.42397836	0	0
308	1.0566095	4.6672306	5.2833958
386	0.5365383	4.9091434	10.357299
364	0.22413076	4.8437967	8.797472
95	1.2078818	0	0
219	1.6813933	0	0
173	0.045714732	0	0
97	0.95923722	0	0
470	1.091485	5.1287026	17.039679
277	0.56783634	4.5571337	3.5633869
334	1.5538768	4.753468	6.8350177
100	1.873832	0	0
128	0.48479816	0	0
335	0.42343554	4.7551179	6.8974719
418	0.66883576	4.994617	12.788879
149	0.076315105	0	0
50	1.4479272	0	0
361	1.3074012	4.8360367	8.5927305
74	1.771469	0	0
341	0.69923335	4.7741599	7.2757869
447	0.27155524	5.0705495	15.124481
251	0.56593037	4.4547105	2.1252065
80	1.3481249	0	0
181	1.5420865	0	0
207	1.7592502	0	0
437	1.0153471	5.046515	14.307852
229	0.080461644	4.3620524	0.70645714
185	0.88397866	0	0
370	0.52871817	4.8613272	9.2129965
470	1.7486439	5.1243749	17.042835
153	0.40131903	0	0
206	1.8251449	0	0
360	1.7508861	4.8289685	8.528717
470	0.0074716127	5.1282353	17.039698
208	1.157537	0	0
48	0.15968969	0	0
429	1.9058993	4.9590616	13.721581
300	2.0760221	4.9672709	4.5772991
116	0.44087705	0	0
117	0.55978268	0	0
307	1.4567999	4.663168	5.2261639
392	1.5136255	4.92557	10.799782
255	1.7935725	4.4548731	2.3654695
378	1.9250063	4.7840142	9.8715973
126	1.62156	0	0
194	1.9367179	0	0
479	1.247052	5.150167	17.800478
81	0.41146553	0	0
86	1.5766755	0	0
77	1.1950879	0	0
316	0.51345056	4.6919904	5.7473302
51	0.57132363	0	0
487	0.29631549	5.1685562	18.479
194	0.6038456	0	0
342	0.84794927	4.7775998	7.3395839
334	0.83242935	4.7519956	6.8351359
355	0.25028136	4.8159976	8.1885815
316	0.45127824	4.6938992	5.747509
117	0.93969744	0	0
332	0.77547014	4.7454886	6.7110562
380	0.60430586	4.8908677	9.922348
356	1.2437999	4.8211994	8.2552834
373	0.86450863	4.870429	9.4236364
329	2.0701818	4.8928785	6.4002991
344	0.13759609	4.7838936	7.4677658
357	1.9636019	4.6224847	8.5083885
477	0.76408374	5.1431723	17.630577
350	0.29497296	4.803607	7.8578148
171	0.58657897	0	0
155	0.35811105	0	0
423	0.49032086	5.0087919	13.184281
382	1.8645728	4.862359	10.09857
176	0.93975806	0	0
48	0.11945482	0	0
356	0.57321262	4.8195176	8.2551575
114	0.92951363	0	0
288	1.6993377	4.5928674	4.1653142
37	0.49704477	0	0
427	1.1626793	5.0191541	13.502243
129	2.0964651	0	0
341	1.162506	4.7738495	7.2758169
289	1.6001091	4.5991654	4.2185454
189	0.16873479	0	0
297	0.60093755	4.6281724	4.6613116
491	0.33473352	5.1775804	18.819164
392	0.54984635	4.9253941	10.799773
410	1.6957196	4.972414	12.166258
105	1.6035926	0	0
34	0.74527496	0	0
294	1.3702796	4.6187921	4.4942603
344	0.68068105	4.7830386	7.4678178
291	1.1889195	4.6055493	4.3284698
73	1.0882313	0	0
348	0.90127385	4.7968078	7.7269053
449	0.1719956	5.0768313	15.289721
185	0.014919098	0	0
460	1.1264488	5.1042027	16.201666
386	0.41313767	4.9088674	10.357342
303	1.2075537	4.6481404	4.9984422
333	1.6448365	4.7476211	6.7735095
411	0.39664686	4.9785562	12.242687
185	1.0736914	0	0
100	1.6665595	0	0
220	1.8322407	0	0
267	0.48120147	4.5170846	3.0191374
116	1.3872364	0	0
445	0.45641404	5.0645418	14.960748
29	0.88542598	0	0
126	0.67889571	0	0
486	1.4531503	5.16678	18.393606
456	0.46994668	5.094429	15.868814
25	1.4266634	0	0
192	0.99417841	0	0
434	0.44899994	5.0375342	14.064829
32	0.95194477	0	0
276	1.5995547	4.5520048	3.5093546
70	1.063221	0	0
483	0.35536924	5.1603017	18.139305
155	1.2507061	0	0
270	1.9332377	4.3786502	3.314796
379	1.0083683	4.8866167	9.8505716
474	1.5234306	5.1376553	17.376873
500	0.13707949	5.199554	19.586645
345	1.2034509	4.7865958	7.5322757
64	0.26956949	0	0
305	0.73989689	4.6565652	5.1118846
161	1.5539262	0	0
191	1.3302004	0	0
315	1.9507148	4.5134335	5.8526745
483	1.8159856	5.1457777	18.150002
27	0.22163628	0	0
192	1.3190829	0	0
209	1.1949986	0	0
242	1.5520078	4.4175706	1.5880051
452	1.8268833	5.0683737	15.551669
125	0.72334212	0	0
192	1.1458166	0	0
396	0.60985166	4.9367867	11.098215
124	0.68108964	0	0
92	1.2014868	0	0
185	0.33149591	0	0
207	1.5233026	0	0
52	1.0948491	0	0
76	0.68922061	0	0
369	0.21535844	4.8578243	9.143465
204	1.3044101	0	0
50	0.16548239	0	0
290	1.4156044	4.6035767	4.2732697
357	1.9211085	4.7223759	8.4130754
412	1.523213	4.9803519	12.320133
336	1.2467151	4.7594695	6.9599843
494	1.9799358	4.9723849	19.262331
175	0.60676396	0	0
30	1.8507456	0	0
158	1.8184069	0	0
163	1.9943912	0	0
126	0.68183255	0	0
377	0.65303552	4.8810568	9.7072411
412	0.65832472	4.9795804	12.319977
93	0.27698323	0	0
475	0.057854541	5.1406698	17.461655
112	0.12976609	0	0
357	0.7078861	4.8242402	8.3224373
119	1.3317987	0	0
440	0.052926082	5.0526404	14.551956
295	1.2466755	4.6222844	4.5499196
295	0.23085584	4.6201921	4.5500855
105	1.896058	0	0
48	0.57820016	0	0
429	0.49576679	5.0253763	13.662185
23	0.95052093	0	0
210	1.8763957	0	0
389	1.3559909	4.9162626	10.577605
454	1.8195337	5.0735216	15.715327
331	1.8683124	4.700448	6.6881104
295	2.0810642	5.0323548	4.2480054
324	0.55042326	4.7195029	6.2229705
390	0.42835179	4.9208055	10.651579
315	0.34817079	4.6890435	5.6887956
78	0.68122804	0	0
248	0.30574298	4.4426193	1.9501624
101	1.4187748	0	0
465	0.9577769	5.1170735	16.6203
402	0.8809852	4.9517388	11.551411
175	1.8833743	0	0
84	0.85261041	0	0
79	1.4835832	0	0
132	1.319909	0	0
206	0.90502501	0	0
283	0.48034579	4.5780177	3.8898835
477	0.20852068	5.1438193	17.630516
384	0.46170071	4.9021745	10.211542
458	0.77157152	5.0990062	16.0357
320	1.7669357	4.7003894	5.9900966
83	1.5984648	0	0
138	0.68633151	0	0
182	1.3649051	0	0
134	0.23375341	0	0
254	0.749493	4.4671741	2.2967916
181	0.1449741	0	0
39	0.099872351	0	0
462	1.5989398	5.108973	16.369072
64	0.37901574	0	0
455	1.7317699	5.0896263	15.788315
370	0.75003964	4.8619695	9.2131481
199	1.1324009	0	0
60	1.60384	0	0
395	0.9922877	4.932106	11.023181
263	1.9990196	4.2396436	3.0337968
421	1.1010474	5.0047865	13.025695
367	0.93353629	4.8535914	9.0042858
275	1.3225324	4.5496416	3.4549074
291	1.481957	4.6073875	4.32868
473	1.7927034	5.1273441	17.29991
297	1.1258876	4.6296296	4.6614709
140	1.217299	0	0
45	1.7792639	0	0
80	0.34466237	0	0
342	0.093483701	4.7773829	7.3396091
87	1.1329983	0	0
325	0.80266041	4.7242007	6.2832494
91	1.2774266	0	0
359	1.1742642	4.829998	8.4569912
362	0.78603727	4.8372002	8.6605711
129	1.2024064	0	0
483	1.9956372	4.8826852	18.386608
444	0.38108078	5.0644269	14.878599
226	0.43872279	4.3488383	0.47039652
176	0.86019379	0	0
415	0.37292737	4.987637	12.554174
413	1.2462707	4.9841323	12.397963
122	1.6984439	0	0
403	0.59879333	4.9544539	11.627325
143	1.8784243	0	0
251	1.3152332	4.453752	2.125092
254	0.12579902	4.4661875	2.2969594
91	0.89230549	0	0
227	0.26583573	4.3517566	0.55102587
421	1.6834487	5.0016551	13.026539
286	0.26769435	4.5891709	4.0539517
440	0.029613214	5.0537415	14.551832
385	1.4190058	4.9053559	10.284506
463	1.8110276	5.1002502	16.462276
381	0.067734115	4.8943958	9.9943209
138	1.7978036	0	0
234	1.6712995	4.3833437	1.0669489
433	1.0100608	5.0351663	13.984356
308	2.0751417	4.9495373	5.063035
430	1.9907779	4.7443662	14.000359
286	0.47241512	4.5873799	4.0539088
56	1.3909483	0	0
215	0.77118081	0	0
448	1.2485689	5.0727258	15.207554
402	0.85126132	4.95293	11.551464
285	0.98705047	4.5859737	3.999465
465	0.0059831133	5.114418	16.620207
335	1.7647873	4.7487626	6.9030433
455	1.5960267	5.0914345	15.78639
433	0.081282392	5.0348339	13.984415
426	1.3984907	5.0185471	13.422949
56	0.31922308	0	0
460	1.5078478	5.103301	16.201874
478	0.38960981	5.1458797	17.715136
335	1.7032106	4.7545547	6.8990898
331	0.58552736	4.7419605	6.6493654
32	0.69322628	0	0
246	0.32978803	4.4357109	1.8317404
313	1.9072624	4.596796	5.6507883
227	0.59543198	4.3519473	0.55118179
42	0.12244599	0	0
73	0.11154078	0	0
352	1.2874588	4.8097558	7.9893289
244	0.37874842	4.4260149	1.7107716
148	0.25399715	0	0
480	0.60025615	5.1524558	17.884964
383	1.2130471	4.899518	10.13895
73	0.38505957	0	0
435	0.13265763	5.0393791	14.145851
124	1.4256613	0	0
498	0.80775774	5.1933317	19.416946
448	0.52258694	5.0725279	15.207623
420	1.7958056	4.9921765	12.955153
359	0.57998008	4.8281717	8.4570694
96	0.17841119	0	0
256	0.25796086	4.475224	2.4102345
