SegmentName,Lat1,Lat2,Lon1,Lon2,Length,Spr.Rate,Spr.Azimuth,MeanDepth,Stdev.Depth,MinMaxDepth,PolygonWidth,MinDepth,MaxDepth,Boundary,SegmentName,dist2hp,hotspot
MARR118,25.588,24.909,-45.256,-45.503,79.407,23.99,102.4,-3740,416,1370,10,-4393,-3023,AfriNoam,MARR118b,1364,Great
MARR119,24.587,24.891,-46.129,-45.667,57.5945,24.11,102.35,-4272,196,923,10,-4684,-3761,AfriNoam,MARR119,1430,Great
MARR120,24.594,23.852,-46.199,-46.345,83.7733,24.23,102.3,-4371,275,1109,10,-5010,-3901,AfriNoam,MARR120,1484,Great
MARR121,23.641,23.123,-44.905,-44.988,58.1921,24.34,102.21,-3957,544,1818,10,-5216,-3398,AfriNoam,MARR121,1394,Great
MARR122,23.127,22.725,-44.937,-44.972,44.7765,24.42,102.17,-3668,218,765,10,-4092,-3328,AfriNoam,MARR122,1416,Great
MARR123,22.693,22.093,-45.001,-45.138,68.1679,24.52,102.12,-3952,199,970,10,-4327,-3357,AfriNoam,MARR123,1454,Great
MARR124,22.072,21.437,-45.19,-45.316,71.8709,24.64,102.07,-3226,326,1056,10,-3760,-2703,AfriNoam,MARR124,1505,Great
MARR125,21.408,21.006,-45.722,-45.791,45.3135,24.75,102.02,-3918,191,848,10,-4324,-3476,AfriNoam,MARR125,1581,Great
MARR126,20.913,20.685,-45.674,-45.718,25.822,24.82,101.99,-3494,132,551,10,-3731,-3180,AfriNoam,MARR126,1600,Great
MARR127,20.668,20.341,-45.595,-45.687,37.5458,24.87,101.96,-2770,481,1508,10,-3440,-1932,AfriNoam,MARR127,1613,Great
MARR128,20.37,19.789,-45.648,-45.73,65.2135,24.94,101.93,-4029,199,876,10,-4339,-3464,AfriNoam,MARR128,1644,Great
MARR129,19.814,18.901,-45.911,-46.067,102.7877,23.68,94.42,-3551,233,1155,10,-4071,-2916,AfriSoam,MARR129,1716,Great
MARR130,18.909,18.496,-46.24,-46.349,47.3234,23.97,94.57,-3820,169,707,10,-4206,-3499,AfriSoam,NA,NA,NA
MARR131,18.525,17.908,-46.606,-46.746,70.1607,24.19,94.78,-3907,300,1026,10,-4513,-3487,AfriSoam,NA,NA,NA
MARR132,17.879,17.622,-46.733,-46.41,44.5614,24.39,94.67,-4208,291,946,10,-4712,-3766,AfriSoam,NA,NA,NA
MARR133,17.651,16.997,-46.384,-46.502,73.6993,24.56,94.56,-3714,378,1801,10,-4356,-2555,AfriSoam,NA,NA,NA
MARR134,16.91,16.262,-46.423,-46.628,75.2264,24.87,94.55,-3925,527,1684,10,-4780,-3096,AfriSoam,NA,NA,NA
MARR135,16.237,15.399,-46.641,-46.611,93.3163,25.19,94.56,-3796,556,2085,10,-5114,-3030,AfriSoam,MARR135,2024,Great
MARR136,15.196,14.751,-44.8,-45.078,57.8271,25.49,93.46,-4075,430,1435,10,-5065,-3630,AfriSoam,NA,NA,NA
MARR137,14.734,13.693,-45.072,-45,115.9748,25.8,93.47,-3297,310,1116,10,-4033,-2917,AfriSoam,MARR137,2041,Great
MARR138,13.63,12.736,-44.884,-44.865,99.4416,26.2,93.32,-3367,431,1562,10,-4091,-2529,AfriSoam,NA,NA,NA
MARR139,12.603,12.136,-44.05,-44.05,51.9836,26.5,92.79,-4339,182,594,10,-4637,-4043,AfriSoam,NA,NA,NA
MARR140,12.168,11.858,-43.966,-43.733,42.77,26.63,92.66,-3621,734,2102,10,-4732,-2629,AfriSoam,NA,NA,NA
MARR141,11.883,10.849,-43.733,-43.7,114.9742,26.87,92.56,-4416,449,1662,10,-5302,-3641,AfriSoam,NA,NA,NA
MARR142,10.76,10.124,-40.887,-40.932,70.8933,27.19,90.88,-4261,291,1117,10,-4904,-3787,AfriSoam,NA,NA,NA
MARR143,10.135,9.992,-40.928,-40.73,26.8721,27.33,90.83,-4284,93,528,10,-4516,-3988,AfriSoam,NA,NA,NA
MARR144,9.978,9.481,-40.719,-40.68,55.4516,27.45,90.75,-3805,395,1454,10,-4664,-3209,AfriSoam,NA,NA,NA
MARR145,9.474,9.382,-40.673,-40.522,19.4705,27.56,90.69,-3922,68,208,10,-4074,-3866,AfriSoam,NA,NA,NA
MARR146,9.372,8.874,-40.499,-40.499,55.3862,27.67,90.63,-4348,145,738,10,-4811,-4073,AfriSoam,NA,NA,NA
MARR147,8.817,8.247,-39.632,-39.658,63.3618,27.88,90.14,-3495,947,3157,10,-5216,-2059,AfriSoam,NA,NA,NA
MARR148,8.119,7.748,-38.054,-38.067,41.3367,28.09,89.24,-4349,348,1215,10,-5135,-3920,AfriSoam,MARR148,1488,Fernando
MARR149,7.741,7.498,-36.793,-36.793,27.0871,28.21,88.53,-4642,125,381,10,-4848,-4467,AfriSoam,NA,NA,NA
MARR150,7.427,7.203,-34.639,-34.639,24.9655,28.34,87.33,-4596,151,617,10,-4920,-4302,AfriSoam,NA,NA,NA
MARR151,7.164,6.882,-33.889,-33.999,33.6705,28.45,86.95,-3992,143,469,10,-4259,-3790,AfriSoam,MARR151,1245,Fernando
MARR152,6.81,6.207,-33.835,-33.747,67.7732,28.63,86.88,-4238,105,363,10,-4438,-4075,AfriSoam,NA,NA,NA
MARR153,6.188,5.853,-33.32,-33.262,37.7441,28.8,86.63,-3726,192,593,10,-4066,-3474,AfriSoam,MARR153,1123,Fernando
MARR154,5.783,5.268,-33.022,-32.815,61.6793,28.97,86.44,-3289,264,779,10,-3696,-2917,AfriSoam,NA,NA,NA
MARR155,5.306,3.933,-32.803,-32.55,155.2201,29.26,86.35,-3895,313,1552,10,-5023,-3471,AfriSoam,MARR155,961,Fernando
MARR156,3.977,3.559,-31.53,-31.534,46.495,29.55,85.77,-3884,287,1013,10,-4400,-3387,AfriSoam,MARR156,865,Fernando
MARR157,3.555,3.438,-31.526,-31.45,15.4999,29.64,85.76,-3874,117,405,10,-4023,-3618,AfriSoam,MARR157,835,Fernando
MARR158,3.436,3.152,-31.406,-31.341,32.3978,29.7,85.71,-3727,198,694,10,-3981,-3287,AfriSoam,NA,NA,NA
MARR159,3.191,2.655,-31.347,-31.283,60.0441,29.82,85.69,-3600,162,596,10,-3900,-3304,AfriSoam,MARR159,774,Fernando
MARR160,2.654,2.565,-31.264,-30.805,51.9603,29.92,85.56,-3500,222,870,10,-4145,-3275,AfriSoam,NA,NA,NA
MARR161,2.563,1.573,-30.776,-30.671,110.6958,30.08,85.42,-3069,393,1441,10,-3734,-2293,AfriSoam,MARR161,689,Fernando
MARR162,1.523,1.293,-30.686,-30.54,30.3209,30.28,85.39,-3363,274,1149,10,-4086,-2936,AfriSoam,MARR162,621,Fernando
MARR163,1.282,0.783,-30.497,-30.397,56.6562,30.39,85.32,-3300,430,1675,10,-4268,-2593,AfriSoam,MARR163,586,Fernando
MARR164,1.052,0.825,-27.691,-27.676,25.2542,30.49,83.91,-4413,162,516,10,-4654,-4137,AfriSoam,MARR164,729,Fernando
MARR165,0.904,0.683,-26.371,-26.358,24.6449,30.57,83.26,-4756,115,370,10,-4973,-4603,AfriSoam,MARR165,822,Fernando
MARR166,0.787,0.53,-25.489,-25.462,28.7095,30.64,82.82,-4585,194,565,10,-4966,-4401,AfriSoam,MARR166,891,Fernando
MARR167,0.57,-1.149,-25.065,-24.527,200.3271,30.91,82.54,-3798,298,1797,10,-4943,-3146,AfriSoam,MARR167,900,Fernando
MARR168,-0.229,0.202,-16.28,-16.837,78.3176,31.2,78.58,-3950,381,1674,10,-5057,-3383,AfriSoam,MARR168,932,Ascension
MARR169,-0.223,-0.643,-16.239,-16.015,52.867,31.32,78.42,-3731,368,1254,10,-4332,-3078,AfriSoam,MARR169,874,Ascension
MARR170,-0.689,-1.544,-16.073,-15.855,98.1983,31.5,78.41,-4054,392,1665,10,-5231,-3566,AfriSoam,MARR170,796,Ascension
MARR171,-0.89,-1.562,-13.155,-12.971,77.4579,31.67,77.12,-4055,284,1307,10,-4954,-3646,AfriSoam,MARR171,760,Ascension
MARR172,-1.556,-2.021,-12.994,-12.919,52.3728,31.81,77.12,-3913,157,704,10,-4143,-3439,AfriSoam,MARR172,700,Ascension
MARR173,-1.998,-2.296,-12.695,-12.575,35.7948,31.9,77.02,-3970,124,417,10,-4212,-3795,AfriSoam,MARR173,668,Ascension
MARR174,-2.337,-3.008,-12.305,-12.04,80.2115,32.04,76.86,-3597,243,1047,10,-4261,-3214,AfriSoam,MARR174,626,Ascension
MARR175,-3.111,-3.891,-12.299,-12.058,90.7471,32.22,76.94,-3595,171,529,10,-3768,-3239,AfriSoam,MARR175,539,Ascension
MARR176,-3.898,-4.042,-12.082,-12.239,23.6546,32.31,76.97,-4073,137,434,10,-4231,-3797,AfriSoam,NA,NA,NA
MARR177,-4.069,-4.567,-12.264,-12.374,56.7192,32.38,77.07,-3199,298,1253,10,-4016,-2763,AfriSoam,MARR177,450,Ascension
MARR178,-4.613,-5.111,-12.483,-12.282,59.6843,32.48,77.14,-3088,314,963,10,-3635,-2672,AfriSoam,NA,NA,NA
MARR179,-4.933,-5.86,-11.564,-11.512,103.1743,32.62,76.82,-3366,381,1324,10,-4104,-2780,AfriSoam,MARR179,397,Ascension
MARR180,-5.865,-6.659,-11.518,-11.282,92.015,32.79,76.83,-3297,417,1544,10,-4249,-2705,AfriSoam,MARR180,346,Ascension
MARR181,-7.11,-7.315,-13.023,-13.005,22.8924,32.89,77.58,-4486,166,567,10,-4763,-4196,AfriSoam,NA,NA,NA
MARR182,-7.44,-8.191,-13.482,-13.407,83.934,32.98,77.81,-3786,360,1717,10,-5026,-3309,AfriSoam,MARR182,64,Ascension
MARR183,-8.237,-9.311,-13.569,-13.308,122.808,33.14,77.86,-2654,378,1638,10,-3664,-2025,AfriSoam,MARR183,106,Ascension
MARR184,-9.307,-10.1,-13.312,-13.117,90.7293,33.29,77.82,-2162,337,1211,10,-2754,-1543,AfriSoam,MARR184,208,Ascension
MARR185,-11.526,-10.155,-12.894,-13.225,156.6878,33.47,77.82,-3248,215,1061,10,-3980,-2920,AfriSoam,MARR185,332,Ascension
MARR186,-11.828,-12.148,-14.418,-14.309,37.5301,33.59,78.43,-3507,169,511,10,-3766,-3256,AfriSoam,MARR186,445,Ascension
MARR187,-12.345,-13.493,-14.798,-14.424,133.8885,33.7,78.58,-3219,489,1877,10,-4249,-2373,AfriSoam,MARR187,551,Ascension
MARR188,-13.588,-14.123,-14.62,-14.424,63.1571,33.81,78.58,-3805,162,622,10,-4158,-3536,AfriSoam,MARR188,654,Ascension
MARR189,-13.992,-16.037,-13.665,-13.165,233.6607,33.96,78.15,-2885,317,1688,10,-3779,-2091,AfriSoam,MARR189,738,St
MARR190,-16.384,-17.96,-14.314,-14.091,176.8113,34.14,78.55,-3448,433,2074,10,-4564,-2490,AfriSoam,MARR190,616,St
MARR191,-17.676,-18.768,-12.974,-12.772,123.2338,34.24,78.02,-3750,419,1608,10,-4769,-3161,AfriSoam,MARR191,767,St
MARR192,-18.725,-19.247,-12.181,-12.108,58.5022,34.3,77.73,-2820,308,999,10,-3375,-2377,AfriSoam,NA,NA,NA
MARR193,-19.168,-20.041,-11.931,-11.9,97.0837,34.34,77.65,-3525,375,1398,10,-4116,-2717,AfriSoam,MARR193,901,St
MARR194,-20.089,-21.158,-11.861,-11.495,124.7656,34.39,77.57,-3618,424,1537,10,-4329,-2792,AfriSoam,MARR194,964,St
MARR195,-21.28,-22.111,-11.944,-11.67,96.6467,34.42,77.63,-3684,248,864,10,-4185,-3321,AfriSoam,MARR195,1005,St
MARR196,-22.363,-22.668,-12.819,-12.74,34.8694,34.44,78.05,-4209,236,697,10,-4554,-3857,AfriSoam,NA,NA,NA
MARR197,-22.923,-23.632,-13.676,-13.421,82.9958,34.45,78.38,-3875,261,1071,10,-4560,-3488,AfriSoam,MARR197,970,St
MARR198,-23.687,-24.437,-13.505,-13.263,86.9925,34.47,78.31,-3424,191,614,10,-3669,-3056,AfriSoam,NA,NA,NA
MARR199,-24.511,-24.806,-13.453,-13.33,35.0571,34.47,78.32,-3755,290,811,10,-4234,-3424,AfriSoam,MARR199,1094,St
MARR200,-24.936,-25.6,-13.761,-13.57,76.295,34.47,78.43,-3392,444,1829,10,-4326,-2498,AfriSoam,MARR200,1130,St
MARR201,-25.696,-26.603,-13.947,-13.724,103.3349,34.47,78.5,-3588,372,1664,10,-4178,-2514,AfriSoam,MARR201,1200,St
MARR202,-26.603,-27.362,-13.628,-13.437,86.4626,34.45,78.37,-3559,82,396,10,-3786,-3389,AfriSoam,MARR202,1123,Tristan
MARR203,-27.343,-28.298,-13.49,-13.176,110.5975,34.43,78.28,-3611,245,1080,10,-4173,-3094,AfriSoam,MARR203,1028,Tristan
MARR204,-28.186,-28.798,-12.676,-12.463,71.2218,34.41,77.95,-3629,243,909,10,-4059,-3150,AfriSoam,MARR204,948,Tristan
MARR205,-28.919,-29.129,-13.117,-13.08,23.5635,34.39,78.17,-3728,334,1112,10,-4476,-3364,AfriSoam,NA,NA,NA
MARR206,-29.254,-29.745,-13.761,-13.655,55.5374,34.37,78.42,-3577,137,458,10,-3812,-3354,AfriSoam,NA,NA,NA
MARR207,-29.828,-30.646,-13.883,-13.703,92.6136,34.34,78.44,-3230,248,1064,10,-3603,-2539,AfriSoam,MARR207,770,Tristan
MARR208,-30.633,-31.239,-13.548,-13.41,68.7631,34.3,78.3,-3487,141,844,10,-3914,-3070,AfriSoam,MARR208,688,Tristan
MARR209,-31.236,-31.354,-13.409,-13.486,15.0812,34.28,78.27,-3549,249,750,10,-3935,-3185,AfriSoam,NA,NA,NA
MARR210,-31.353,-32.082,-13.5,-13.298,83.2435,34.25,78.24,-3448,255,987,10,-3895,-2908,AfriSoam,MARR210,601,Tristan
MARR211,-32.329,-32.473,-14.304,-14.298,15.9865,34.21,78.62,-3805,82,338,10,-3984,-3646,AfriSoam,NA,NA,NA
MARR212,-32.536,-33.411,-14.543,-14.32,99.4696,34.17,78.66,-3146,436,1458,10,-3927,-2469,AfriSoam,MARR212,500,Tristan
MARR213,-33.42,-33.663,-14.329,-14.591,36.4126,34.13,78.66,-4115,188,756,10,-4587,-3831,AfriSoam,NA,NA,NA
MARR214,-33.646,-34.101,-14.57,-14.495,51.0578,34.1,78.68,-3772,237,829,10,-4307,-3478,AfriSoam,MARR214,417,Tristan
MARR215,-34.246,-34.461,-15.214,-15.182,24.1077,34.07,78.96,-3772,179,485,10,-3975,-3490,AfriSoam,NA,NA,NA
MARR216,-34.474,-34.702,-15.123,-15.086,25.5471,34.04,78.91,-3246,169,768,10,-3769,-3001,AfriSoam,MARR216,388,Tristan
MARR217,-34.785,-35.199,-15.219,-15.112,47.0549,34.01,78.92,-3495,350,1088,10,-4190,-3102,AfriSoam,NA,NA,NA
MARR218,-35.648,-36.323,-17.818,-17.548,78.8638,33.94,80.01,-3655,368,1268,10,-4221,-2953,AfriSoam,NA,NA,NA
MARR219,-36.362,-37.334,-17.451,-17.25,109.593,33.85,79.83,-3204,414,1508,10,-3758,-2250,AfriSoam,NA,NA,NA
MARR220,-37.418,-38.056,-17.515,-17.38,71.8644,33.74,79.84,-3520,334,1153,10,-4228,-3075,AfriSoam,NA,NA,NA
MARR221,-38.122,-38.407,-17.086,-17.11,31.7891,33.67,79.67,-3382,218,660,10,-3800,-3140,AfriSoam,NA,NA,NA
MARR222,-38.312,-38.549,-16.425,-16.383,26.628,33.64,79.35,-3614,552,1479,10,-4520,-3041,AfriSoam,NA,NA,NA
MARR223,-38.586,-39.148,-16.132,-15.847,67.1817,33.57,79.14,-3564,113,405,10,-3806,-3401,AfriSoam,NA,NA,NA
MARR224,-39.133,-39.339,-15.805,-16.006,28.6489,33.52,79.09,-3754,35,98,10,-3802,-3704,AfriSoam,NA,NA,NA
MARR225,-39.299,-39.702,-16.001,-15.913,45.3955,33.49,79.1,-3773,130,453,10,-4057,-3604,AfriSoam,NA,NA,NA
MARR226,-39.816,-40.308,-16.553,-16.437,55.5398,33.42,79.32,-3357,249,753,10,-3669,-2916,AfriSoam,NA,NA,NA
MARR227,-40.365,-41.159,-16.765,-16.793,88.298,33.32,79.41,-3306,170,814,10,-3687,-2873,AfriSoam,MARR227,588,Tristan
MARR228,-41.152,-41.547,-16.728,-16.602,45.1814,33.23,79.33,-3744,222,1402,10,-4735,-3333,AfriSoam,MARR228,629,Tristan
MARR229,-41.523,-41.798,-16.639,-16.229,45.759,33.17,79.21,-3276,245,1689,10,-3965,-2276,AfriSoam,NA,NA,NA
MARR230,-41.794,-42.437,-16.234,-15.996,74.1141,33.09,79.04,-3321,209,780,10,-3755,-2974,AfriSoam,MARR230,669,Tristan
MARR231,-43.3,-42.513,-16.161,-16.124,87.5626,32.96,79.01,-3493,352,1445,10,-4366,-2921,AfriSoam,NA,NA,NA
MARR232,-43.315,-44.456,-16.211,-15.955,128.5787,32.78,78.92,-3759,216,1001,10,-4199,-3198,AfriSoam,MARR232,840,Tristan
MARR233,-44.459,-44.688,-15.917,-15.456,44.5237,32.64,78.69,-3953,142,545,10,-4207,-3662,AfriSoam,NA,NA,NA
MARR234,-44.705,-45.317,-15.386,-15.069,72.5249,32.55,78.45,-3520,220,1042,10,-4032,-2990,AfriSoam,MARR234,931,Tristan
MARR235,-45.331,-45.907,-14.906,-14.487,71.9377,32.41,78.16,-3338,338,1454,10,-4205,-2751,AfriSoam,MARR235,984,Tristan
MARR236,-45.839,-46.053,-14.208,-14.045,26.911,32.33,77.87,-3627,97,432,10,-3835,-3403,AfriSoam,MARR236,1010,Tristan
MARR237,-46.072,-46.205,-13.993,-13.565,36.1562,32.28,77.69,-3549,256,880,10,-3919,-3039,AfriSoam,NA,NA,NA
MARR238,-46.156,-46.625,-13.607,-13.369,55.2529,32.22,77.53,-3015,216,772,10,-3315,-2543,AfriSoam,MARR238,1051,Tristan
MARR239,-46.623,-46.811,-13.368,-13.486,22.763,32.14,77.48,-3729,232,765,10,-3950,-3185,AfriSoam,NA,NA,NA
MARR240,-46.82,-47.296,-13.518,-13.35,54.4319,32.07,77.45,-3313,139,634,10,-3597,-2963,AfriSoam,MARR240,1125,Tristan
MARR241,-47.351,-47.576,-13.42,-13.353,25.56,31.98,77.39,-3356,159,576,10,-3646,-3070,AfriSoam,MARR241,1148,Meteor
MARR242,-46.982,-48.278,-10.551,-9.926,151.49,31.83,75.9,-2491,535,2041,10,-3766,-1724,AfriSoam,MARR242,940,Meteor
MARR243,-48.256,-48.502,-9.937,-10.144,31.3525,31.66,75.73,-3682,237,794,NA,-3978,-3184,AfriSoam,NA,NA,NA
MARR244,-48.465,-49.236,-10.223,-9.863,89.7303,31.55,75.68,-3368,446,1474,10,-4176,-2702,AfriSoam,MARR244,856,Meteor
MARR245,-48.97,-49.511,-8.409,-7.909,70.2578,31.38,74.75,-3690,215,972,10,-3994,-3022,AfriSoam,MARR245,715,Meteor
MARR246,-49.513,-49.701,-7.899,-8.062,23.9111,31.28,74.62,-4134,280,1158,10,-4755,-3597,AfriSoam,NA,NA,NA
MARR247,-49.696,-50.192,-8.099,-7.669,63.1378,31.19,74.53,-3800,264,1471,10,-4662,-3191,AfriSoam,MARR247,662,Meteor
MARR248,-50.066,-50.434,-7.103,-6.944,42.4211,31.08,74.08,-3531,190,800,10,-3847,-3046,AfriSoam,MARR248,592,Meteor
MARR249,-50.419,-51.253,-6.516,-6.063,98.0745,30.9,73.66,-2493,431,1390,10,-3040,-1650,AfriSoam,MARR249,522,Meteor
MARR250,-51.245,-52.312,-5.855,-5.243,125.8958,30.61,73.17,-2067,390,1423,10,-2973,-1550,AfriSoam,MARR250,450,Meteor
MARR251,-52.223,-53.599,-4.83,-3.704,170.62,30.24,72.37,-2336,464,1893,10,-3600,-1708,AfriSoam,MARR251,371,Meteor
MARR252,-53.398,-54.195,-3.12,-2.393,100.591,29.91,71.48,-2415,361,1266,10,-3030,-1764,AfriSoam,NA,NA,NA
MARR253,-53.973,-54.609,-1.615,-1.104,78.0903,29.69,70.71,-2387,196,734,10,-2833,-2100,AfriSoam,MARR253,221,Bouvet
MARR254,-54.559,-54.914,-0.992,-0.741,42.5806,29.53,70.38,-2333,354,1235,10,-2964,-1729,AfriSoam,MARR254,203,Bouvet
MARR255,-54.914,-55.491,-0.758,-0.698,64.3299,29.39,70.22,-2988,276,1073,10,-3675,-2601,AfriSoam,NA,NA,NA
PARR1,-35.104,-36.374,-110.815,-111.014,142.3109,94.53,101.59,-2719,205,694,10,-3139,-2445,PaciAnta,NA,NA,NA
PARR10,-48.492,-49.783,-113.297,-113.821,148.4946,87.12,103.74,-2359,66,398,10,-2678,-2281,PaciAnta,PARR10,1958,Louisville
PARR11,-49.363,-50.98,-116.7,-117.358,185.8713,85.94,105.43,-2455,209,787,10,-2957,-2171,PaciAnta,PARR11,1687,Louisville
PARR12,-50.967,-52.932,-117.486,-118.544,230.2932,84.44,106.14,-2562,149,578,10,-2934,-2356,PaciAnta,PARR12,1589,Louisville
PARR13,-53.095,-54.56,-117.681,-118.475,171.0188,82.9,106.47,-2629,203,830,10,-3210,-2380,PaciAnta,PARR13,1579,Louisville
PARR14,-54.379,-54.455,-119.409,-119.474,9.4594,82.2,107.21,-2866,53,183,10,-2958,-2775,PaciAnta,PARR14,1495,Louisville
PARR15,-54.211,-54.603,-120.718,-120.983,46.8927,81.99,107.87,-2464,66,305,10,-2619,-2314,PaciAnta,PARR15,1404,Louisville
PARR16,-54.632,-56.037,-120.819,-121.679,165.444,81.12,108.24,-2389,90,387,10,-2633,-2247,PaciAnta,PARR16,1396,Louisville
PARR17,-54.85,-55.344,-127.461,-127.753,57.9342,80.19,111.15,-2626,138,819,10,-3293,-2475,PaciAnta,PARR17,1002,Louisville
PARR18,-53.788,-54.666,-134.469,-135.2,108.5868,79.42,114.18,-2399,57,364,10,-2651,-2287,PaciAnta,PARR18,549,Louisville
PARR19,-54.158,-54.545,-137.024,-137.347,47.8432,78.75,115.24,-2265,60,287,10,-2465,-2177,PaciAnta,NA,NA,NA
PARR2,-36.424,-38.872,-110.498,-111.194,279.0902,93.82,101.65,-2403,151,724,10,-2898,-2174,PaciAnta,PARR2,1187,Easter
PARR20,-54.491,-55.709,-137.384,-138.383,149.5825,77.91,115.78,-2096,57,245,10,-2265,-2019,PaciAnta,NA,NA,NA
PARR21,-55.788,-56.318,-138.342,-138.944,69.8351,76.85,116.44,-2562,143,627,10,-2963,-2336,PaciAnta,PARR21,583,Louisville
PARR22,-56.215,-56.618,-139.252,-139.644,50.9253,76.31,116.92,-2769,80,307,10,-2917,-2610,PaciAnta,NA,NA,NA
PARR23,-56.628,-57.118,-139.6,-140.129,63.3283,75.78,117.27,-3444,197,1092,10,-4138,-3046,PaciAnta,PARR23,657,Louisville
PARR24,-55.694,-56.243,-144.76,-145.271,68.8906,75.19,119.21,-2719,182,846,10,-3295,-2449,PaciAnta,NA,NA,NA
PARR25,-56.222,-56.864,-145.402,-146.096,83.15,74.44,119.76,-2684,95,414,10,-2896,-2482,PaciAnta,NA,NA,NA
PARR26,-56.917,-57.847,-146.06,-146.991,117.4942,73.42,120.46,-2577,83,374,10,-2852,-2478,PaciAnta,NA,NA,NA
PARR27,-58.31,-57.475,-148.977,-147.942,111.2025,72.35,121.55,-2428,157,533,10,-2798,-2265,PaciAnta,NA,NA,NA
PARR28,-58.505,-59.709,-148.654,-150.329,164.5318,70.85,122.6,-2449,113,433,10,-2728,-2296,PaciAnta,NA,NA,NA
PARR29,-59.385,-61.112,-151.31,-153.426,224.727,68.8,124.53,-2438,92,352,10,-2624,-2272,PaciAnta,NA,NA,NA
PARR3,-38.882,-40.161,-111.2,-111.486,144.3402,92.97,101.96,-2339,123,590,10,-2656,-2066,PaciAnta,NA,NA,NA
PARR30,-61.172,-62.129,-153.363,-154.804,130.855,66.85,126.16,-2510,138,471,10,-2769,-2298,PaciAnta,NA,NA,NA
PARR31,-63.174,-61.995,-157.526,-155.477,167.9064,65.09,127.93,-2347,216,1330,10,-3099,-1769,PaciAnta,NA,NA,NA
PARR32,-62.85,-62.458,-159.792,-159.203,52.9811,63.93,129.44,-2920,153,438,10,-3166,-2727,PaciAnta,NA,NA,NA
PARR33,-63.012,-62.758,-160.476,-160.072,34.9473,63.42,129.99,-2722,230,643,10,-3009,-2367,PaciAnta,NA,NA,NA
PARR34,-63.272,-62.508,-163.409,-161.95,112.6121,62.5,131.16,-2473,83,340,10,-2653,-2313,PaciAnta,NA,NA,NA
PARR35,-62.748,-63.582,-164.723,-166.188,118.3577,61.14,132.73,-2473,176,838,10,-2813,-1975,PaciAnta,NA,NA,NA
PARR36,-63.364,-64.049,-166.877,-168.121,97.7091,59.79,134.19,-2550,110,478,10,-2780,-2302,PaciAnta,NA,NA,NA
PARR37,-64.781,-63.957,-170.188,-168.302,128.8944,58.45,135.67,-2400,120,428,10,-2686,-2258,PaciAnta,PARR37,1292,Balleny
PARR38,-65.121,-64.365,-173.158,-171.254,123.3586,56.85,137.53,-2774,180,790,10,-3254,-2464,PaciAnta,PARR38,1146,Balleny
PARR39,-65.655,-64.999,-175.173,-173.38,110.6672,55.41,139.21,-2960,183,873,10,-3558,-2685,PaciAnta,NA,NA,NA
PARR4,-40.226,-41.252,-111.43,-111.564,114.6321,92.39,102.1,-2460,113,648,10,-2807,-2159,PaciAnta,NA,NA,NA
PARR40,-66.221,-65.189,-179.146,-176.112,180.1056,53.59,141.38,-2576,212,1023,10,-3284,-2261,PaciAnta,NA,NA,NA
PARR41,-64.61,-64.351,175.654,176.597,53.6028,51.7,143.07,-2780,523,1889,10,-3733,-1844,PaciAnta,NA,NA,NA
PARR42,-63.44,-63.94,173.48,172.014,91.1019,50.68,143.68,-2061,506,1765,10,-2746,-981,PaciAnta,NA,NA,NA
PARR43,-63.122,-63.557,170.442,169.29,75.105,49.47,144.55,-2059,352,1182,10,-2849,-1667,PaciAnta,NA,NA,NA
PARR44,-62.411,-62.702,167.402,165.977,79.9129,48.41,144.86,-2904,140,455,10,-3138,-2683,PaciAnta,NA,NA,NA
PARR45,-61.967,-62.245,164.789,163.522,72.7932,47.38,145.28,-2608,343,1214,10,-3330,-2116,PaciAnta,NA,NA,NA
PARR46,-61.799,-62.023,162.77,161.859,53.7915,46.49,145.73,-2431,102,378,10,-2615,-2237,PaciAnta,NA,NA,NA
PARR5,-41.259,-42.085,-111.305,-111.277,91.8653,91.94,102.08,-2591,104,424,10,-2800,-2376,PaciAnta,PARR5,1636,Easter
PARR6,-42.12,-44.089,-111.248,-111.877,224.8277,91.15,102.3,-2669,106,445,10,-2948,-2502,PaciAnta,PARR6,1796,Easter
PARR7,-44.103,-45.523,-111.982,-112.401,161.3075,90.11,102.71,-2544,106,486,10,-2840,-2354,PaciAnta,PARR7,1990,Easter
PARR8,-45.53,-47.716,-112.535,-113.24,248.9603,88.91,103.18,-2589,97,438,10,-2811,-2373,PaciAnta,PARR8,2101,Louisville
PARR9,-47.709,-48.473,-113.173,-113.383,86.3618,87.89,103.5,-2555,80,456,10,-2871,-2415,PaciAnta,PARR9,2014,Louisville
SEIR1,-25.636,-26.173,70.051,70.539,77.1259,55.41,47.56,-3665,148,724,10,-4063,-3340,AntaAust,SEIR1,1556,Reunion
SEIR10,-29.334,-29.723,74.982,75.38,57.9265,59.68,44.82,-3211,232,803,10,-3712,-2909,AntaAust,NA,NA,NA
SEIR11,-29.907,-30.691,75.225,76.179,126.4867,60.28,44.71,-3280,294,1205,10,-4084,-2879,AntaAust,NA,NA,NA
SEIR12,-30.792,-31.452,76.08,76.753,97.3535,60.98,44.45,-3085,219,841,10,-3520,-2680,AntaAust,NA,NA,NA
SEIR13,-31.676,-33.119,76.527,78.138,220.535,61.94,44.2,-2925,199,1045,10,-3635,-2590,AntaAust,SEIR13,1972,Kerguelen(Heard)
